date,bdry,sblk,gogl,bdry_ma30
2025-01-14,6.130000114440918,14.372851371765137,,6.125500011444092
2025-01-15,5.889999866485596,14.45834732055664,,6.1001666704813635
2025-01-16,5.730000019073486,13.983368873596191,,6.079500007629394
2025-01-17,5.71999979019165,13.945371627807617,,6.058500003814697
2025-01-21,5.610000133514404,13.945371627807617,,6.030833339691162
2025-01-22,5.28000020980835,13.631885528564453,,5.9861666838328045
2025-01-23,5.139999866485596,14.097363471984863,,5.941166687011719
2025-01-24,5.139999866485596,14.068865776062012,,5.905833355585734
2025-01-27,5.320000171661377,14.125862121582031,,5.882500028610229
2025-01-28,5.28000020980835,14.1543607711792,,5.868166700998942
2025-01-29,5.320000171661377,14.50584602355957,,5.84883337020874
2025-01-30,5.489999771118164,14.781333923339844,,5.828500032424927
2025-01-31,5.769999980926514,14.600841522216797,,5.818500026067098
2025-02-03,5.46999979019165,14.410848617553711,,5.805833355585734
2025-02-04,5.869999885559082,14.914326667785645,,5.799500020345052
2025-02-05,5.989999771118164,14.857331275939941,,5.7988333384195965
2025-02-06,5.800000190734863,14.638838768005371,,5.784833351771037
2025-02-07,5.860000133514404,14.610340118408203,,5.771833356221517
2025-02-10,5.78000020980835,14.876328468322754,,5.7601666927337645
2025-02-11,5.679999828338623,14.847829818725586,,5.7473333517710365
2025-02-12,5.510000228881836,14.93332576751709,,5.727666695912679
2025-02-13,5.5,15.199313163757324,,5.7136666933695475
2025-02-14,5.639999866485596,15.2943115234375,,5.699000024795533
2025-02-18,6.079999923706055,15.569798469543457,,5.693333355585734
2025-02-19,5.989999771118164,14.211359024047852,,5.684333340326945
2025-02-20,6.449999809265137,15.199313163757324,,5.70533332824707
2025-02-21,6.320000171661377,14.581841468811035,,5.728333330154419
2025-02-24,6.090000152587891,14.51534366607666,,5.746333328882853
2025-02-25,6.260000228881836,14.724335670471191,,5.731666676203409
2025-02-26,6.400000095367432,14.97132396697998,,5.750333340962728
2025-02-27,6.170000076293945,14.74333381652832,,5.751666673024496
2025-02-28,6.400000095367432,14.847829818725586,,5.76866668065389
2025-03-03,6.150000095367432,14.467845916748047,,5.7826666831970215
2025-03-04,6.0,14.830977439880371,,5.792000023523967
2025-03-05,6.289999961853027,14.68763542175293,,5.8146666844685875
2025-03-06,6.5,15.127213478088379,,5.855333344141642
2025-03-07,6.570000171661377,15.356557846069336,,5.903000020980835
2025-03-10,6.550000190734863,15.050765037536621,,5.950000031789144
2025-03-11,6.679999828338623,15.0889892578125,,5.995333353678386
2025-03-12,7.139999866485596,15.76746654510498,,6.057333342234293
2025-03-13,6.849999904632568,15.671908378601074,,6.108333333333333
2025-03-14,6.949999809265137,15.863029479980469,,6.157000001271566
2025-03-17,6.860000133514404,15.8152494430542,,6.193333339691162
2025-03-18,6.730000019073486,15.939478874206543,,6.235333347320557
2025-03-19,6.5,16.18793487548828,,6.256333351135254
2025-03-20,6.775000095367432,16.38861083984375,,6.2825000286102295
2025-03-21,6.909999847412109,15.843915939331055,,6.3195000171661375
2025-03-24,6.75,15.595459938049316,,6.349166679382324
2025-03-25,6.510000228881836,15.48078727722168,,6.373500013351441
2025-03-26,6.400000095367432,15.404339790344238,,6.397500022252401
2025-03-27,6.349999904632568,15.203661918640137,,6.425500011444091
2025-03-28,6.360000133514404,15.270554542541504,,6.4541666825612385
2025-03-31,6.25,14.86920166015625,,6.474500020345052
2025-04-01,6.5,15.022096633911133,,6.488500022888184
2025-04-02,6.369999885559082,14.95520305633545,,6.501166693369547
2025-04-03,6.019999980926514,13.57913589477539,,6.48683336575826
2025-04-04,5.619999885559082,12.49930191040039,,6.463500022888184
2025-04-07,5.380000114440918,13.273343086242676,,6.439833354949951
2025-04-08,5.360000133514404,12.097949028015137,,6.409833351771037
2025-04-09,5.329999923706055,12.929323196411133,,6.374166679382324
2025-04-10,5.599999904632568,12.585307121276855,,6.355166673660278
2025-04-11,5.630000114440918,13.607803344726562,,6.329500007629394
2025-04-14,5.75,13.57913589477539,,6.316166671117147
2025-04-15,5.690000057220459,12.977105140686035,,6.305833339691162
2025-04-16,5.71999979019165,12.948436737060547,,6.286833333969116
2025-04-17,5.739999771118164,13.177783012390137,,6.261499993006388
2025-04-21,5.730000019073486,12.986660957336426,,6.233499987920125
2025-04-22,5.599999904632568,12.957993507385254,,6.201833311716715
2025-04-23,5.880000114440918,13.388014793395996,,6.175166654586792
2025-04-24,5.829999923706055,13.808480262756348,,6.131499989827474
2025-04-25,5.920000076293945,13.846704483032227,,6.10049999554952
2025-04-28,5.78000020980835,13.990044593811035,,6.0615000089009605
2025-04-29,5.570000171661377,14.037824630737305,,6.018500010172526
2025-04-30,5.764999866485596,14.085603713989258,,5.9863333384195965
2025-05-01,5.949999809265137,14.14294147491455,,5.967999998728434
2025-05-02,5.840000152587891,14.362730026245117,,5.936833333969116
2025-05-05,5.914000034332275,14.410510063171387,,5.9036333401997885
2025-05-06,5.619999885559082,14.314949989318848,,5.865966669718424
2025-05-07,5.619999885559082,14.295838356018066,,5.836299991607666
2025-05-08,5.420000076293945,14.620743751525879,,5.803633324305216
2025-05-09,5.429999828338623,14.830977439880371,,5.772966655095418
2025-05-12,5.539999961853027,15.48078727722168,,5.745633316040039
2025-05-13,5.300000190734863,15.700576782226562,,5.713966655731201
2025-05-14,5.460000038146973,15.681465148925781,,5.679299990336101
2025-05-15,5.550000190734863,16.054147720336914,,5.651966667175293
2025-05-16,5.504000186920166,15.671908378601074,,5.634766674041748
2025-05-19,5.309999942779541,15.519011497497559,,5.624433342615763
2025-05-20,5.360000133514404,15.748357772827148,,5.6237666765848795
2025-05-21,5.340000152587891,15.308778762817383,,5.623100010553996
2025-05-22,5.210000038146973,15.289666175842285,,5.619100014368693
2025-05-23,5.150000095367432,15.461675643920898,,5.604100020726522
